Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,OverTime_flag,perf_rating_s,job_involve_s,job_sat_s,env_sat_s,rel_sat_s,Performance_Score,years_in_role_s,train_last_year_s,Efficiency_Score,worklife_s,Mentor_Feedback_Score,monthly_income_s,Engagement_Score,Composite_Score,Composite_Rank
33,No,Travel_Frequently,508,Sales,10,3,Marketing,1,446,2,Male,46,2,2,Sales Executive,4,Single,4682,4317,3,Y,No,14,3,3,80,0,9,6,2,7,7,0,1,0,0.0,33.333333333333336,100.0,33.333333333333336,66.66666666666667,31.67,38.888888888888886,100.0,63.33,33.333333333333336,45.0,19.341758820431806,24.4,38.91,795
47,No,Travel_Rarely,1482,Research & Development,5,5,Life Sciences,1,447,4,Male,42,3,5,Research Director,3,Married,18300,16375,4,Y,No,11,3,2,80,1,21,2,3,3,2,1,1,0,0.0,66.66666666666667,66.66666666666667,100.0,33.333333333333336,36.67,11.11111111111111,33.333333333333336,20.0,66.66666666666667,70.0,91.05318588730911,69.75,43.3,542
43,No,Travel_Frequently,559,Research & Development,10,4,Life Sciences,1,448,3,Female,82,2,2,Laboratory Technician,3,Divorced,5257,6227,1,Y,No,11,3,2,80,1,9,3,4,9,7,0,0,0,0.0,33.333333333333336,66.66666666666667,66.66666666666667,33.333333333333336,26.67,38.888888888888886,50.0,43.33,100.0,61.67,22.369668246445496,25.61,35.09,999
27,No,Non-Travel,210,Sales,1,1,Marketing,1,449,3,Male,73,3,2,Sales Executive,2,Married,6349,22107,0,Y,Yes,13,3,4,80,1,6,0,3,5,4,1,4,1,0.0,66.66666666666667,33.333333333333336,66.66666666666667,100.0,35.0,22.22222222222222,0.0,13.33,66.66666666666667,78.33,28.12006319115324,54.58,40.1,716
54,No,Travel_Frequently,928,Research & Development,20,4,Life Sciences,1,450,4,Female,31,3,2,Research Scientist,3,Single,4869,16885,3,Y,No,12,3,4,80,0,20,4,2,4,3,0,3,0,0.0,66.66666666666667,66.66666666666667,100.0,100.0,43.33,16.666666666666668,66.66666666666667,36.67,33.333333333333336,86.67,20.326487625065823,41.46,48.22,329
43,No,Travel_Rarely,1001,Research & Development,7,3,Life Sciences,1,451,3,Female,43,3,3,Healthcare Representative,1,Married,9985,9262,8,Y,No,16,3,1,80,1,10,1,2,1,0,0,0,0,0.0,66.66666666666667,0.0,66.66666666666667,0.0,20.0,0.0,16.666666666666668,6.67,33.333333333333336,36.67,47.266982622432856,52.24,24.67,1390
45,No,Travel_Rarely,549,Research & Development,8,4,Other,1,452,4,Male,75,3,2,Research Scientist,4,Married,3697,9278,9,Y,No,14,3,1,80,2,12,3,3,10,9,9,8,0,0.0,66.66666666666667,100.0,100.0,0.0,38.33,50.0,50.0,50.0,66.66666666666667,58.33,14.154818325434439,39.0,43.77,522
40,No,Travel_Rarely,1124,Sales,1,2,Medical,1,453,2,Male,57,1,2,Sales Executive,4,Married,7457,13273,2,Y,Yes,22,4,3,80,3,6,2,2,4,3,0,2,1,100.0,0.0,100.0,33.333333333333336,66.66666666666667,70.0,16.666666666666668,33.333333333333336,23.33,33.333333333333336,45.0,33.95471300684571,23.58,49.95,274
29,Yes,Travel_Rarely,318,Research & Development,8,4,Other,1,454,2,Male,77,1,1,Laboratory Technician,1,Married,2119,4759,1,Y,Yes,11,3,4,80,0,7,4,2,7,7,0,7,1,0.0,0.0,0.0,33.333333333333336,100.0,13.33,38.888888888888886,66.66666666666667,50.0,33.333333333333336,56.67,5.845181674565561,12.34,27.02,1345
29,No,Travel_Rarely,738,Research & Development,9,5,Other,1,455,2,Male,30,2,1,Laboratory Technician,4,Single,3983,7621,0,Y,No,17,3,3,80,0,4,2,3,3,2,2,2,0,0.0,33.333333333333336,100.0,33.333333333333336,66.66666666666667,31.67,11.11111111111111,33.333333333333336,20.0,66.66666666666667,51.67,15.660874144286467,22.93,31.02,1201
30,No,Travel_Rarely,570,Sales,5,3,Marketing,1,456,4,Female,30,2,2,Sales Executive,3,Divorced,6118,5431,1,Y,No,13,3,3,80,3,10,2,3,10,9,1,2,0,0.0,33.333333333333336,66.66666666666667,100.0,66.66666666666667,33.33,50.0,33.333333333333336,43.33,66.66666666666667,81.67,26.903633491311215,27.43,41.7,628
27,No,Travel_Rarely,1130,Sales,8,4,Marketing,1,458,2,Female,56,3,2,Sales Executive,2,Married,6214,3415,1,Y,No,18,3,1,80,1,8,3,3,8,7,0,7,0,0.0,66.66666666666667,33.333333333333336,33.333333333333336,0.0,21.67,38.888888888888886,50.0,43.33,66.66666666666667,28.33,27.40916271721959,44.3,30.39,1229
37,No,Travel_Rarely,1192,Research & Development,5,2,Medical,1,460,4,Male,61,3,2,Manufacturing Director,4,Divorced,6347,23177,7,Y,No,16,3,3,80,2,8,2,2,6,2,0,4,0,0.0,66.66666666666667,100.0,100.0,66.66666666666667,45.0,11.11111111111111,33.333333333333336,20.0,33.333333333333336,75.0,28.10953133228015,44.58,44.44,484
38,No,Travel_Rarely,343,Research & Development,15,2,Life Sciences,1,461,3,Male,92,2,3,Research Director,4,Divorced,11510,15682,0,Y,Yes,14,3,2,80,1,12,3,3,11,10,2,9,1,0.0,33.333333333333336,100.0,66.66666666666667,33.333333333333336,31.67,55.55555555555556,50.0,53.33,66.66666666666667,55.0,55.29752501316482,48.79,42.07,611
31,No,Travel_Rarely,1232,Research & Development,7,4,Medical,1,462,3,Female,39,3,3,Manufacturing Director,4,Single,7143,25713,1,Y,Yes,14,3,3,80,0,11,2,2,11,9,4,10,1,0.0,66.66666666666667,100.0,66.66666666666667,66.66666666666667,41.67,50.0,33.333333333333336,43.33,33.333333333333336,60.0,32.301211163770404,56.25,46.94,379
29,No,Travel_Rarely,144,Sales,10,1,Marketing,1,463,4,Female,39,2,2,Sales Executive,2,Divorced,8268,11866,1,Y,Yes,14,3,1,80,2,7,2,3,7,7,1,7,1,0.0,33.333333333333336,33.333333333333336,100.0,0.0,21.67,38.888888888888886,33.333333333333336,36.67,66.66666666666667,58.33,38.22538177988415,41.96,33.21,1094
35,No,Travel_Rarely,1296,Research & Development,5,4,Technical Degree,1,464,3,Male,62,3,3,Manufacturing Director,2,Single,8095,18264,0,Y,No,13,3,4,80,0,17,5,3,16,6,0,13,0,0.0,66.66666666666667,33.333333333333336,66.66666666666667,100.0,35.0,33.333333333333336,83.33333333333333,53.33,66.66666666666667,78.33,37.31437598736177,48.26,47.16,369
23,No,Travel_Rarely,1309,Research & Development,26,1,Life Sciences,1,465,3,Male,83,3,1,Research Scientist,4,Divorced,2904,16092,1,Y,No,12,3,3,80,2,4,2,2,4,2,0,2,0,0.0,66.66666666666667,100.0,66.66666666666667,66.66666666666667,41.67,11.11111111111111,33.333333333333336,20.0,33.333333333333336,60.0,9.978936282253818,37.32,39.43,760
41,No,Travel_Rarely,483,Research & Development,6,3,Medical,1,466,4,Male,95,2,2,Manufacturing Director,2,Single,6032,10110,6,Y,Yes,15,3,4,80,0,8,3,3,5,4,1,2,1,0.0,33.333333333333336,33.333333333333336,100.0,100.0,31.67,22.22222222222222,50.0,33.33,66.66666666666667,93.33,26.450763559768298,37.25,42.09,610
47,No,Travel_Frequently,1309,Sales,4,1,Medical,1,467,2,Male,99,3,2,Sales Representative,3,Single,2976,25751,3,Y,No,19,3,1,80,0,5,3,3,0,0,0,0,0,0.0,66.66666666666667,66.66666666666667,33.333333333333336,0.0,26.67,0.0,50.0,20.0,66.66666666666667,28.33,10.358083201685098,37.48,27.2,1337
42,No,Travel_Rarely,810,Research & Development,23,5,Life Sciences,1,468,1,Female,44,3,4,Research Director,4,Single,15992,15901,2,Y,No,14,3,2,80,0,16,2,3,1,0,0,0,0,0.0,66.66666666666667,100.0,0.0,33.333333333333336,31.67,0.0,33.333333333333336,13.33,66.66666666666667,25.0,78.89942074776198,64.89,31.98,1144
29,No,Non-Travel,746,Sales,2,3,Life Sciences,1,469,4,Male,61,3,2,Sales Executive,3,Married,4649,16928,1,Y,No,14,3,1,80,1,4,3,2,4,3,0,2,0,0.0,66.66666666666667,66.66666666666667,100.0,0.0,33.33,16.666666666666668,50.0,30.0,33.333333333333336,51.67,19.167983149025805,41.0,36.57,923
42,No,Travel_Rarely,544,Human Resources,2,1,Technical Degree,1,470,3,Male,52,3,1,Human Resources,3,Divorced,2696,24017,0,Y,Yes,11,3,3,80,1,4,5,3,3,2,1,0,1,0.0,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,36.67,11.11111111111111,83.33333333333333,40.0,66.66666666666667,66.67,8.883622959452344,46.89,43.37,539
32,No,Travel_Rarely,1062,Research & Development,2,3,Medical,1,471,3,Female,75,3,1,Laboratory Technician,2,Married,2370,3956,1,Y,No,13,3,3,80,1,8,4,3,8,0,0,7,0,0.0,66.66666666666667,33.333333333333336,66.66666666666667,66.66666666666667,31.67,0.0,66.66666666666667,26.67,66.66666666666667,66.67,7.166929963138494,36.2,36.6,921
48,No,Travel_Rarely,530,Sales,29,1,Medical,1,473,1,Female,91,3,3,Manager,3,Married,12504,23978,3,Y,No,21,4,2,80,1,15,3,1,0,0,0,0,0,100.0,66.66666666666667,66.66666666666667,0.0,33.333333333333336,71.67,0.0,50.0,20.0,0.0,11.67,60.5318588730911,57.55,50.22,265
37,No,Travel_Rarely,1319,Research & Development,6,3,Medical,1,474,3,Male,51,4,2,Research Scientist,1,Divorced,5974,17001,4,Y,Yes,13,3,1,80,2,13,2,3,7,7,6,7,1,0.0,100.0,0.0,66.66666666666667,0.0,26.67,38.888888888888886,33.333333333333336,36.67,66.66666666666667,43.33,26.14533965244866,70.46,37.74,871
30,No,Non-Travel,641,Sales,25,2,Technical Degree,1,475,4,Female,85,3,2,Sales Executive,3,Married,4736,6069,7,Y,Yes,12,3,2,80,1,4,2,4,2,2,2,2,1,0.0,66.66666666666667,66.66666666666667,100.0,33.333333333333336,36.67,11.11111111111111,33.333333333333336,20.0,100.0,76.67,19.626119010005265,51.18,41.51,638
26,No,Travel_Rarely,933,Sales,1,3,Life Sciences,1,476,3,Male,57,3,2,Sales Executive,3,Married,5296,20156,1,Y,No,17,3,2,80,1,8,3,3,8,7,7,7,0,0.0,66.66666666666667,66.66666666666667,66.66666666666667,33.333333333333336,33.33,38.888888888888886,50.0,43.33,66.66666666666667,55.0,22.575039494470776,42.36,39.94,725
42,No,Travel_Rarely,1332,Research & Development,2,4,Other,1,477,1,Male,98,2,2,Healthcare Representative,4,Single,6781,17078,3,Y,No,23,4,2,80,0,14,6,3,1,0,0,0,0,100.0,33.333333333333336,100.0,0.0,33.333333333333336,70.0,0.0,100.0,40.0,66.66666666666667,25.0,30.394944707740915,28.82,51.07,243
21,Yes,Travel_Frequently,756,Sales,1,1,Technical Degree,1,478,1,Female,99,2,1,Sales Representative,2,Single,2174,9150,1,Y,Yes,11,3,3,80,0,3,3,3,3,2,1,2,1,0.0,33.333333333333336,33.333333333333336,0.0,66.66666666666667,18.33,11.11111111111111,50.0,26.67,66.66666666666667,36.67,6.1348077935755665,29.12,24.37,1394
36,No,Non-Travel,845,Sales,1,5,Medical,1,479,4,Female,45,3,2,Sales Executive,4,Single,6653,15276,4,Y,No,15,3,2,80,0,7,6,3,1,0,0,0,0,0.0,66.66666666666667,100.0,100.0,33.333333333333336,41.67,0.0,100.0,40.0,66.66666666666667,70.0,29.720905739863085,45.22,46.12,402
36,No,Travel_Frequently,541,Sales,3,4,Medical,1,481,1,Male,48,2,3,Sales Executive,4,Married,9699,7246,4,Y,No,11,3,1,80,1,16,2,3,13,9,1,12,0,0.0,33.333333333333336,100.0,0.0,0.0,21.67,50.0,33.333333333333336,43.33,66.66666666666667,13.33,45.76092680358083,34.97,26.75,1352
57,No,Travel_Rarely,593,Research & Development,1,4,Medical,1,482,4,Male,88,3,2,Healthcare Representative,3,Married,6755,2967,2,Y,No,11,3,3,80,0,15,2,3,3,2,1,2,0,0.0,66.66666666666667,66.66666666666667,100.0,66.66666666666667,40.0,11.11111111111111,33.333333333333336,20.0,66.66666666666667,81.67,30.25803054239073,45.44,43.07,556
40,No,Travel_Rarely,1171,Research & Development,10,4,Life Sciences,1,483,4,Female,46,4,1,Laboratory Technician,3,Married,2213,22495,3,Y,Yes,13,3,3,80,1,10,3,3,7,7,1,7,1,0.0,100.0,66.66666666666667,100.0,66.66666666666667,46.67,38.888888888888886,50.0,43.33,66.66666666666667,81.67,6.340179041600843,62.54,53.63,199
21,No,Non-Travel,895,Sales,9,2,Medical,1,484,1,Male,39,3,1,Sales Representative,4,Single,2610,2851,1,Y,No,24,4,3,80,0,3,3,2,3,2,2,2,0,100.0,66.66666666666667,100.0,0.0,66.66666666666667,80.0,11.11111111111111,50.0,26.67,33.333333333333336,30.0,8.430753027909425,36.71,55.34,171
33,Yes,Travel_Rarely,350,Sales,5,3,Marketing,1,485,4,Female,34,3,1,Sales Representative,3,Single,2851,9150,1,Y,Yes,13,3,2,80,0,1,2,3,1,0,0,0,1,0.0,66.66666666666667,66.66666666666667,100.0,33.333333333333336,36.67,0.0,33.333333333333336,13.33,66.66666666666667,70.0,9.699842022116904,47.21,38.58,819
37,No,Travel_Rarely,921,Research & Development,10,3,Medical,1,486,3,Female,98,3,1,Laboratory Technician,1,Married,3452,17663,6,Y,No,20,4,2,80,1,17,3,3,5,4,0,3,0,100.0,66.66666666666667,0.0,66.66666666666667,33.333333333333336,68.33,22.22222222222222,50.0,33.33,66.66666666666667,55.0,12.86466561348078,38.48,54.86,180
46,No,Non-Travel,1144,Research & Development,7,4,Medical,1,487,3,Female,30,3,2,Manufacturing Director,3,Married,5258,16044,2,Y,No,14,3,3,80,0,7,2,4,1,0,0,0,0,0.0,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,36.67,0.0,33.333333333333336,13.33,100.0,73.33,22.374934175882043,42.28,38.34,839
41,Yes,Travel_Frequently,143,Sales,4,3,Marketing,1,488,1,Male,56,3,2,Sales Executive,2,Single,9355,9558,1,Y,No,18,3,3,80,0,8,5,3,8,7,7,7,0,0.0,66.66666666666667,33.333333333333336,0.0,66.66666666666667,25.0,38.888888888888886,83.33333333333333,56.67,66.66666666666667,36.67,43.94944707740916,50.91,36.97,905
50,No,Travel_Rarely,1046,Research & Development,10,3,Technical Degree,1,491,4,Male,100,2,3,Healthcare Representative,4,Single,10496,2755,6,Y,No,15,3,4,80,0,20,2,3,4,3,1,3,0,0.0,33.333333333333336,100.0,100.0,100.0,41.67,16.666666666666668,33.333333333333336,23.33,66.66666666666667,93.33,49.95787256450764,36.65,45.0,449
40,Yes,Travel_Rarely,575,Sales,22,2,Marketing,1,492,3,Male,68,2,2,Sales Executive,3,Married,6380,6110,2,Y,Yes,12,3,1,80,2,8,6,3,6,4,1,0,1,0.0,33.333333333333336,66.66666666666667,66.66666666666667,0.0,23.33,22.22222222222222,100.0,53.33,66.66666666666667,43.33,28.28330700368615,37.98,34.53,1023
31,No,Travel_Rarely,408,Research & Development,9,4,Life Sciences,1,493,3,Male,42,2,1,Research Scientist,2,Single,2657,7551,0,Y,Yes,16,3,4,80,0,3,5,3,2,2,2,2,1,0.0,33.333333333333336,33.333333333333336,66.66666666666667,100.0,28.33,11.11111111111111,83.33333333333333,40.0,66.66666666666667,78.33,8.678251711427066,30.14,38.44,829
21,Yes,Travel_Rarely,156,Sales,12,3,Life Sciences,1,494,3,Female,90,4,1,Sales Representative,2,Single,2716,25422,1,Y,No,15,3,4,80,0,1,0,3,1,0,0,0,0,0.0,100.0,33.333333333333336,66.66666666666667,100.0,41.67,0.0,0.0,0.0,66.66666666666667,78.33,8.988941548183254,53.6,40.62,690
29,No,Travel_Rarely,1283,Research & Development,23,3,Life Sciences,1,495,4,Male,54,3,1,Research Scientist,4,Single,2201,18168,9,Y,No,16,3,4,80,0,6,4,3,3,2,1,2,0,0.0,66.66666666666667,100.0,100.0,100.0,48.33,11.11111111111111,66.66666666666667,33.33,66.66666666666667,93.33,6.276987888362296,35.84,50.21,266
35,No,Travel_Rarely,755,Research & Development,9,4,Life Sciences,1,496,3,Male,97,2,2,Healthcare Representative,2,Single,6540,19394,9,Y,No,19,3,3,80,0,10,5,3,1,1,0,0,0,0.0,33.333333333333336,33.333333333333336,66.66666666666667,66.66666666666667,25.0,5.555555555555555,83.33333333333333,36.67,66.66666666666667,66.67,29.12585571353344,28.32,34.08,1038
27,No,Travel_Rarely,1469,Research & Development,1,2,Medical,1,497,4,Male,82,3,1,Laboratory Technician,2,Divorced,3816,17881,1,Y,No,11,3,2,80,1,5,2,3,5,2,0,4,0,0.0,66.66666666666667,33.333333333333336,100.0,33.333333333333336,31.67,11.11111111111111,33.333333333333336,20.0,66.66666666666667,70.0,14.78146392838336,39.25,36.22,944
28,No,Travel_Rarely,304,Sales,9,4,Life Sciences,1,498,2,Male,92,3,2,Sales Executive,4,Single,5253,20750,1,Y,No,16,3,4,80,0,7,1,3,7,5,0,7,0,0.0,66.66666666666667,100.0,33.333333333333336,100.0,41.67,27.77777777777778,16.666666666666668,23.33,66.66666666666667,63.33,22.348604528699315,42.27,41.34,649
49,No,Travel_Rarely,1261,Research & Development,7,3,Other,1,499,2,Male,31,2,3,Healthcare Representative,3,Single,10965,12066,8,Y,No,24,4,3,80,0,26,2,3,5,2,0,0,0,100.0,33.333333333333336,66.66666666666667,33.333333333333336,66.66666666666667,71.67,11.11111111111111,33.333333333333336,20.0,66.66666666666667,51.67,52.4275934702475,37.64,53.23,204
51,No,Travel_Rarely,1178,Sales,14,2,Life Sciences,1,500,3,Female,87,3,2,Sales Executive,4,Married,4936,14862,4,Y,No,11,3,3,80,1,18,2,2,7,7,0,7,0,0.0,66.66666666666667,100.0,66.66666666666667,66.66666666666667,41.67,38.888888888888886,33.333333333333336,36.67,33.333333333333336,60.0,20.679304897314378,41.61,43.41,538
36,No,Travel_Rarely,329,Research & Development,2,3,Life Sciences,1,501,4,Female,96,3,1,Research Scientist,3,Married,2543,11868,4,Y,No,13,3,2,80,1,6,3,3,2,2,2,2,0,0.0,66.66666666666667,66.66666666666667,100.0,33.333333333333336,36.67,11.11111111111111,50.0,26.67,66.66666666666667,70.0,8.077935755660874,36.56,39.65,748
34,Yes,Non-Travel,1362,Sales,19,3,Marketing,1,502,1,Male,67,4,2,Sales Executive,4,Single,5304,4652,8,Y,Yes,13,3,2,80,0,9,3,2,5,2,0,4,1,0.0,100.0,100.0,0.0,33.333333333333336,38.33,11.11111111111111,50.0,26.67,33.333333333333336,18.33,22.617166929963137,69.05,37.61,876
55,No,Travel_Rarely,1311,Research & Development,2,3,Life Sciences,1,505,3,Female,97,3,4,Manager,4,Single,16659,23258,2,Y,Yes,13,3,3,80,0,30,2,3,5,4,1,2,1,0.0,66.66666666666667,100.0,66.66666666666667,66.66666666666667,41.67,22.22222222222222,33.333333333333336,26.67,66.66666666666667,66.67,82.41179568193786,76.3,47.61,350
24,No,Travel_Rarely,1371,Sales,10,4,Marketing,1,507,4,Female,77,3,2,Sales Executive,3,Divorced,4260,5915,1,Y,Yes,12,3,4,80,1,5,2,4,5,2,0,3,1,0.0,66.66666666666667,66.66666666666667,100.0,100.0,43.33,11.11111111111111,33.333333333333336,20.0,100.0,100.0,17.119536598209585,50.18,48.19,331
30,No,Travel_Rarely,202,Sales,2,1,Technical Degree,1,508,3,Male,72,3,1,Sales Representative,2,Married,2476,17434,1,Y,No,18,3,1,80,1,1,3,3,1,0,0,0,0,0.0,66.66666666666667,33.333333333333336,66.66666666666667,0.0,25.0,0.0,50.0,20.0,66.66666666666667,43.33,7.725118483412322,36.42,28.46,1301
26,Yes,Travel_Frequently,575,Research & Development,3,1,Technical Degree,1,510,3,Male,73,3,1,Research Scientist,1,Single,3102,6582,0,Y,No,22,4,3,80,0,7,2,3,6,4,0,4,0,100.0,66.66666666666667,0.0,66.66666666666667,66.66666666666667,71.67,22.22222222222222,33.333333333333336,26.67,66.66666666666667,66.67,11.021590310689836,37.74,56.83,152
22,No,Travel_Rarely,253,Research & Development,11,3,Medical,1,511,1,Female,43,3,1,Research Scientist,2,Married,2244,24440,1,Y,No,13,3,4,80,1,2,1,3,2,1,1,2,0,0.0,66.66666666666667,33.333333333333336,0.0,100.0,28.33,5.555555555555555,16.666666666666668,10.0,66.66666666666667,48.33,6.503422854133754,35.93,28.81,1287
36,No,Travel_Rarely,164,Sales,2,2,Medical,1,513,2,Male,61,2,3,Sales Executive,3,Married,7596,3809,1,Y,No,13,3,2,80,2,10,2,3,10,9,9,0,0,0.0,33.333333333333336,66.66666666666667,33.333333333333336,33.333333333333336,23.33,50.0,33.333333333333336,43.33,66.66666666666667,40.0,34.68667719852554,30.54,30.91,1208
30,Yes,Travel_Frequently,464,Research & Development,4,3,Technical Degree,1,514,3,Male,40,3,1,Research Scientist,4,Single,2285,3427,9,Y,Yes,23,4,3,80,0,3,4,3,1,0,0,0,1,100.0,66.66666666666667,100.0,66.66666666666667,66.66666666666667,86.67,0.0,66.66666666666667,26.67,66.66666666666667,66.67,6.719325961032122,46.02,65.57,59
37,No,Travel_Rarely,1107,Research & Development,14,3,Life Sciences,1,515,4,Female,95,3,1,Laboratory Technician,1,Divorced,3034,26914,1,Y,No,12,3,3,80,1,18,2,2,18,7,12,17,0,0.0,66.66666666666667,0.0,100.0,66.66666666666667,30.0,38.888888888888886,33.333333333333336,36.67,33.333333333333336,75.0,10.663507109004739,37.6,39.22,776
40,No,Travel_Rarely,759,Sales,2,2,Marketing,1,516,4,Female,46,3,2,Sales Executive,2,Divorced,5715,22553,7,Y,No,12,3,3,80,2,8,5,3,5,4,1,3,0,0.0,66.66666666666667,33.333333333333336,100.0,66.66666666666667,35.0,22.22222222222222,83.33333333333333,46.67,66.66666666666667,81.67,24.78146392838336,43.25,45.57,430
42,No,Travel_Rarely,201,Research & Development,1,4,Life Sciences,1,517,2,Female,95,3,1,Laboratory Technician,1,Divorced,2576,20490,3,Y,No,16,3,2,80,1,8,5,3,5,2,1,2,0,0.0,66.66666666666667,0.0,33.333333333333336,33.333333333333336,20.0,11.11111111111111,83.33333333333333,40.0,66.66666666666667,40.0,8.251711427066878,36.63,29.5,1255
37,No,Travel_Rarely,1305,Research & Development,10,4,Life Sciences,1,518,3,Male,49,3,2,Manufacturing Director,2,Single,4197,21123,2,Y,Yes,12,3,4,80,0,18,2,2,1,0,0,1,1,0.0,66.66666666666667,33.333333333333336,66.66666666666667,100.0,35.0,0.0,33.333333333333336,13.33,33.333333333333336,71.67,16.787783043707215,50.05,38.42,831
43,No,Travel_Rarely,982,Research & Development,12,3,Life Sciences,1,520,1,Male,59,2,4,Research Director,2,Divorced,14336,4345,1,Y,No,11,3,3,80,1,25,3,3,25,10,3,9,0,0.0,33.333333333333336,33.333333333333336,0.0,66.66666666666667,18.33,55.55555555555556,50.0,53.33,66.66666666666667,36.67,70.17904160084255,44.74,32.04,1142
40,No,Travel_Rarely,555,Research & Development,2,3,Medical,1,521,2,Female,78,2,2,Laboratory Technician,3,Married,3448,13436,6,Y,No,22,4,2,80,1,20,3,3,1,0,0,0,0,100.0,33.333333333333336,66.66666666666667,33.333333333333336,33.333333333333336,68.33,0.0,50.0,20.0,66.66666666666667,40.0,12.843601895734597,21.8,47.44,360
54,No,Travel_Rarely,821,Research & Development,5,2,Medical,1,522,1,Male,86,3,5,Research Director,1,Married,19406,8509,4,Y,No,11,3,3,80,1,24,4,2,4,2,1,2,0,0.0,66.66666666666667,0.0,0.0,66.66666666666667,20.0,11.11111111111111,66.66666666666667,33.33,33.333333333333336,30.0,96.87730384412849,72.08,31.98,1144
34,No,Non-Travel,1381,Sales,4,4,Marketing,1,523,3,Female,72,3,2,Sales Executive,3,Married,6538,12740,9,Y,No,15,3,1,80,1,6,3,3,3,2,1,2,0,0.0,66.66666666666667,66.66666666666667,66.66666666666667,0.0,30.0,11.11111111111111,50.0,26.67,66.66666666666667,43.33,29.115323854660346,44.98,33.58,1077
31,No,Travel_Rarely,480,Research & Development,7,2,Medical,1,524,2,Female,31,3,2,Manufacturing Director,1,Married,4306,4156,1,Y,No,12,3,2,80,1,13,5,1,13,10,3,12,0,0.0,66.66666666666667,0.0,33.333333333333336,33.333333333333336,20.0,55.55555555555556,83.33333333333333,66.67,0.0,26.67,17.36176935229068,40.28,33.38,1087
43,No,Travel_Frequently,313,Research & Development,21,3,Medical,1,525,4,Male,61,3,1,Laboratory Technician,4,Married,2258,15238,7,Y,No,20,4,1,80,1,8,1,3,3,2,1,2,0,100.0,66.66666666666667,100.0,100.0,0.0,83.33,11.11111111111111,16.666666666666668,13.33,66.66666666666667,58.33,6.5771458662453925,35.96,58.48,132
43,No,Travel_Rarely,1473,Research & Development,8,4,Other,1,526,3,Female,74,3,2,Healthcare Representative,3,Divorced,4522,2227,4,Y,Yes,14,3,4,80,0,8,3,3,5,2,0,2,1,0.0,66.66666666666667,66.66666666666667,66.66666666666667,100.0,40.0,11.11111111111111,50.0,26.67,66.66666666666667,78.33,18.499210110584517,50.73,44.69,463
25,No,Travel_Rarely,891,Sales,4,2,Life Sciences,1,527,2,Female,99,2,2,Sales Executive,4,Single,4487,12090,1,Y,Yes,11,3,2,80,0,5,3,3,5,4,1,3,1,0.0,33.333333333333336,100.0,33.333333333333336,33.333333333333336,28.33,22.22222222222222,50.0,33.33,66.66666666666667,40.0,18.314902580305425,33.99,31.93,1152
37,No,Non-Travel,1063,Research & Development,25,5,Medical,1,529,2,Female,72,3,2,Research Scientist,3,Married,4449,23866,3,Y,Yes,15,3,1,80,2,15,2,3,13,11,10,7,1,0.0,66.66666666666667,66.66666666666667,33.333333333333336,0.0,26.67,61.111111111111114,33.333333333333336,50.0,66.66666666666667,28.33,18.114797261716692,50.58,35.17,996
31,No,Travel_Rarely,329,Research & Development,1,2,Life Sciences,1,530,4,Male,98,2,1,Laboratory Technician,1,Married,2218,16193,1,Y,No,12,3,3,80,1,4,3,3,4,2,3,2,0,0.0,33.333333333333336,0.0,100.0,66.66666666666667,23.33,11.11111111111111,50.0,26.67,66.66666666666667,81.67,6.36650868878357,19.21,32.13,1139
39,No,Travel_Frequently,1218,Research & Development,1,1,Life Sciences,1,531,2,Male,52,3,5,Manager,3,Divorced,19197,8213,1,Y,Yes,14,3,3,80,1,21,3,3,21,8,1,6,1,0.0,66.66666666666667,66.66666666666667,33.333333333333336,66.66666666666667,33.33,44.44444444444444,50.0,46.67,66.66666666666667,51.67,95.77672459189047,81.64,46.0,407
56,No,Travel_Frequently,906,Sales,6,3,Life Sciences,1,532,3,Female,86,4,4,Sales Executive,1,Married,13212,18256,9,Y,No,11,3,4,80,3,36,0,2,7,7,7,7,0,0.0,100.0,0.0,66.66666666666667,100.0,36.67,38.888888888888886,0.0,23.33,33.333333333333336,71.67,64.26013691416534,75.7,45.11,446
30,No,Travel_Rarely,1082,Sales,12,3,Technical Degree,1,533,2,Female,83,3,2,Sales Executive,3,Single,6577,19558,0,Y,No,11,3,2,80,0,6,6,3,5,4,4,4,0,0.0,66.66666666666667,66.66666666666667,33.333333333333336,33.333333333333336,30.0,22.22222222222222,100.0,53.33,66.66666666666667,40.0,29.320695102685622,45.06,38.43,830
